location,outbreak_number,start_weekday,duration,threshold,total_suspected_cases,attack_rate,total_deaths,cfr,temporal_scale,country,population,area,mean_R0,population_density,rural_urban,pop_cat,who_region,start_date,end_date,total_confirmed_cases,spatial_scale,location_period_id,time_to_peak..weeks.,latitude,longitude
afr::eth::oromia::bale,1,daily_group,9,0.463465075,172,0.093465378,0.0,0.0,daily,ETH,1840253.6,54710.27924,1.62,33.63634084,Rural settings,"Population >1,000,000",AFR,6/27/2016,8/28/2016,33.0,admin2,16622,7.0,8.15479085000004,41.33881144700007
afr::eth::oromia::bale,3,daily_group,30,0.463465075,1503,0.816735248,4.0,0.266134398,daily,ETH,1840253.6,54710.27924,1.62,33.63634084,Rural settings,"Population >1,000,000",AFR,12/5/2016,7/2/2017,2.0,admin2,16622,15.14,8.15479085000004,41.33881144700007
afr::eth::oromia::bale::berbere,1,daily_group,17,1.711972946,361,2.981605838,2.0,0.55401662,daily,ETH,121075.7,1569.155246,1.55,77.15979685,Rural settings,"Population <1,000,000",AFR,12/26/2016,4/23/2017,0.0,admin3,15872,7.0,6.852417,40.35242
afr::eth::oromia::bale::daweketchen,1,daily_group,12,0.453806964,51,0.531742883,0.0,0.0,daily,ETH,95911.0,1689.588052,1.69,56.76590805,Rural settings,"Population <100,000",AFR,2/13/2017,5/7/2017,0.0,admin3,15873,3.29,6.694146,41.07558
afr::eth::oromia::bale::goro,2,daily_group,26,1.74092024,435,3.621247671,0.0,0.0,daily,ETH,120124.3,1515.096656,1.63,79.28490867,Rural settings,"Population <1,000,000",AFR,12/5/2016,6/4/2017,0.0,admin3,15881,11.71,6.946135,40.72181
afr::eth::oromia::bale::guradamole,1,daily_group,8,1.182325073,107,2.589291909,1.0,0.934579439,daily,ETH,41324.0,5111.3431,1.77,8.084763474,Rural settings,"Population <100,000",AFR,1/23/2017,3/19/2017,0.0,admin3,15882,5.14,6.886961,40.38074
afr::eth::oromia::bale::harenabuluk,1,daily_group,15,0.526499603,119,1.133138154,0.0,0.0,daily,ETH,105018.1,1924.889136,1.75,54.55799923,Rural settings,"Population <1,000,000",AFR,3/27/2017,7/9/2017,0.0,admin3,15883,10.14,6.687968,39.62277
afr::eth::oromia::bale::medawelabu,1,daily_group,16,0.849076477,84,0.610041653,0.0,0.0,daily,ETH,137695.5,8804.248215,2.23,15.63966583,Rural settings,"Population <1,000,000",AFR,5/2/2016,8/21/2016,32.0,admin3,15885,7.86,6.372708,39.27672
afr::eth::oromia::bale::mena,1,daily_group,9,0.483529638,65,0.362727895,0.0,0.0,daily,ETH,179197.7,494.4114568,1.87,362.4464958,Rural settings,"Population <1,000,000",AFR,6/20/2016,8/21/2016,19.0,admin3,15886,4.14,7.899113,36.73153
afr::eth::oromia::bale::mena,2,daily_group,15,0.483529638,100,0.558042916,0.0,0.0,daily,ETH,179197.7,494.4114568,1.74,362.4464958,Rural settings,"Population <1,000,000",AFR,11/21/2016,3/5/2017,0.0,admin3,15886,5.29,7.899113,36.73153
afr::eth::oromia::borena,3,daily_group,35,0.352008897,356,0.746766166,1.0,0.280898876,daily,ETH,476722.2,44224.49174,2.0,10.77959703,Rural settings,"Population <1,000,000",AFR,11/2/2015,7/3/2016,38.0,admin2,16677,14.57,5.289681640000026,38.13619917600005
afr::eth::oromia::borena::moyale,3,daily_group,35,6.159695243,324,12.91388432,1.0,0.308641975,daily,ETH,25089.3,2677.982942,2.0,9.368730326,Rural settings,"Population <100,000",AFR,11/2/2015,7/3/2016,38.0,admin3,15903,14.57,4.134544,39.51667
afr::eth::oromia::eastharerge,3,daily_group,18,0.30200302,790,0.222051218,4.0,0.506329114,daily,ETH,3557737.8,24999.6019,1.33,142.3117782,Rural settings,"Population >1,000,000",AFR,8/22/2016,12/25/2016,10.0,admin2,16619,3.0,9.740663,42.71372
afr::eth::oromia::eastharerge,6,daily_group,29,0.30200302,1463,0.399194026,5.0,0.3417635,daily,ETH,3664884.5,24999.6019,1.4,146.5977144,Rural settings,"Population >1,000,000",AFR,3/27/2017,10/15/2017,0.0,admin2,16619,11.0,9.740663,42.71372
afr::eth::oromia::eastharerge::babile,2,daily_group,21,0.340893264,80,0.589105958,0.0,0.0,daily,ETH,135799.0,4879.345363,2.12,27.83139743,Rural settings,"Population <1,000,000",AFR,7/18/2016,12/11/2016,11.0,admin3,15919,13.86,9.352667,42.30836
afr::eth::oromia::eastharerge::babile,3,daily_group,8,0.340893264,15,0.10735247,0.0,0.0,daily,ETH,139726.6,4879.345363,2.13,28.63634148,Rural settings,"Population <1,000,000",AFR,8/28/2017,10/22/2017,0.0,admin3,15919,5.0,9.352667,42.30836
afr::eth::oromia::eastharerge::chinaksen,1,daily_group,8,1.056680943,101,0.81117219,0.0,0.0,daily,ETH,124511.2,1558.513364,1.77,79.89100567,Rural settings,"Population <1,000,000",AFR,10/10/2016,12/4/2016,0.0,admin3,15922,3.29,9.741258,42.71338
afr::eth::oromia::eastharerge::chinaksen,2,daily_group,8,1.056680943,112,0.87451209,0.0,0.0,daily,ETH,128071.4,1558.513364,2.86,82.17536208,Rural settings,"Population <1,000,000",AFR,5/22/2017,7/16/2017,0.0,admin3,15922,3.71,9.741258,42.71338
afr::eth::oromia::eastharerge::fedis,1,daily_group,21,0.300367498,43,0.403333333,0.0,0.0,daily,ETH,106611.6,700.2153472,2.02,152.255446,Rural settings,"Population <1,000,000",AFR,8/22/2016,1/15/2017,2.0,admin3,15925,3.43,9.229919,42.10925
afr::eth::oromia::eastharerge::girawa,1,daily_group,7,0.131456464,28,0.098776418,0.0,0.0,daily,ETH,283468.5,1107.495195,1.57,255.9546094,Rural settings,"Population <1,000,000",AFR,7/17/2017,9/3/2017,0.0,admin3,15926,2.14,9.260951,41.74477
afr::eth::oromia::eastharerge::golooda,1,daily_group,5,0.33047201,11,0.076973254,0.0,0.0,daily,ETH,142906.8,2047.938838,1.66,69.78079489,Rural settings,"Population <1,000,000",AFR,6/19/2017,7/23/2017,0.0,admin3,15927,2.86,8.864292,41.7383
afr::eth::oromia::eastharerge::gursum,1,daily_group,6,0.516505565,47,0.204808227,0.0,0.0,daily,ETH,229483.0,907.5548327,1.84,252.8585511,Rural settings,"Population <1,000,000",AFR,8/21/2017,10/1/2017,0.0,admin3,15930,3.57,9.374026,42.53914
afr::eth::oromia::eastharerge::haromaya,2,daily_group,24,0.57068116,280,1.072101327,1.0,0.357142857,daily,ETH,261169.3,509.1512342,2.31,512.9503426,Rural settings,"Population <1,000,000",AFR,3/6/2017,8/20/2017,5.0,admin3,15931,9.86,9.506623,41.99001
afr::eth::oromia::eastharerge::kombolcha,1,daily_group,12,0.611061706,37,0.243669958,0.0,0.0,daily,ETH,151844.7,299.7211562,2.04,506.6198927,Rural settings,"Population <1,000,000",AFR,8/29/2016,11/20/2016,1.0,admin3,15935,2.57,9.53753,42.23169
afr::eth::oromia::eastharerge::kombolcha,2,daily_group,7,0.611061706,152,0.976176497,2.0,1.315789474,daily,ETH,155709.5,299.7211562,2.24,519.5145447,Rural settings,"Population <1,000,000",AFR,8/14/2017,10/1/2017,0.0,admin3,15935,5.0,9.53753,42.23169
afr::eth::oromia::eastharerge::kurfachele,1,daily_group,7,0.864093557,55,0.703166186,0.0,0.0,daily,ETH,78217.6,243.0183177,1.87,321.8588654,Rural settings,"Population <100,000",AFR,11/14/2016,1/1/2017,0.0,admin3,15937,3.86,9.301254,41.87283
afr::eth::oromia::eastharerge::melkabelo,1,daily_group,6,0.040538156,9,0.038675005,0.0,0.0,daily,ETH,232708.4,1390.50679,1.78,167.3550979,Rural settings,"Population <1,000,000",AFR,10/3/2016,11/13/2016,0.0,admin3,15938,2.86,9.001132,41.52537
afr::eth::oromia::eastshewa,1,daily_group,17,0.081149154,359,0.177716647,2.0,0.557103064,daily,ETH,2020069.6,9803.900357,2.01,206.047545,Rural settings,"Population >1,000,000",AFR,7/11/2016,11/6/2016,23.0,admin2,16686,5.14,7.370724677000055,38.89102660200007
afr::eth::oromia::eastshewa::boset,1,daily_group,12,0.187192062,57,0.315772772,2.0,3.50877193,daily,ETH,180509.5,1332.083796,1.6,135.5091178,Rural settings,"Population <1,000,000",AFR,8/8/2016,10/30/2016,1.0,admin3,15947,3.86,8.718188,39.29306
afr::eth::oromia::eastshewa::fentale,1,daily_group,6,0.30015793,40,0.350584463,0.0,0.0,daily,ETH,114095.2,1463.53365,1.36,77.95871315,Rural settings,"Population <1,000,000",AFR,9/12/2016,10/23/2016,0.0,admin3,15949,3.0,8.863014,40.0951
afr::eth::oromia::eastwellega,1,daily_group,10,0.039396652,117,0.074240781,1.0,0.854700855,daily,ETH,1575953.3,13654.16178,2.27,115.4192638,Rural settings,"Population >1,000,000",AFR,10/10/2016,12/18/2016,6.0,admin2,16697,3.86,10.362340819000053,36.76661190300007
afr::eth::oromia::eastwellega::limu,1,daily_group,10,0.324728145,110,0.662940764,0.0,0.0,daily,ETH,165927.3,354.5136402,2.27,468.0420756,Rural settings,"Population <1,000,000",AFR,10/10/2016,12/18/2016,6.0,admin3,15966,3.86,7.685566,37.88618
afr::eth::oromia::finfinezuria,1,daily_group,17,0.25580696,475,0.536268699,3.0,0.631578947,daily,ETH,885750.0,4448.930857,2.14,199.0927772,Rural settings,"Population <1,000,000",AFR,6/13/2016,10/9/2016,223.0,admin2,16674,6.57,9.511463,38.65388
afr::eth::oromia::finfinezuria::legetafolegedadi,2,daily_group,15,1.772341978,93,3.881428933,1.0,1.075268817,daily,ETH,23960.2,32.38824042,2.01,739.7808491,Rural settings,"Population <100,000",AFR,6/27/2016,10/9/2016,45.0,admin3,15979,4.29,9.030687,38.89665
afr::eth::oromia::guji,2,daily_group,22,0.143384876,346,0.256206861,7.0,2.023121387,daily,ETH,1350471.3,17247.26346,2.14,78.30061291,Rural settings,"Population >1,000,000",AFR,3/21/2016,8/21/2016,33.0,admin2,16675,5.0,6.422796938000033,38.60645512900004
afr::eth::oromia::guji::adolarede,1,daily_group,7,0.318429482,14,0.097383048,0.0,0.0,daily,ETH,143762.2,1213.230276,1.72,118.4953944,Rural settings,"Population <1,000,000",AFR,6/20/2016,8/7/2016,1.0,admin3,15987,3.14,6.155746,38.96857
afr::eth::oromia::guji::adolarede,2,daily_group,7,0.318429482,99,0.628285895,1.0,1.01010101,daily,ETH,157571.6,1213.230276,2.54,129.8777348,Rural settings,"Population <1,000,000",AFR,12/9/2019,1/26/2020,0.0,admin3,15987,3.0,6.155746,38.96857
afr::eth::oromia::guji::liben,1,daily_group,12,0.656502091,112,1.412516079,1.0,0.892857143,daily,ETH,79291.1,2645.119746,2.13,29.97637446,Rural settings,"Population <100,000",AFR,3/28/2016,6/19/2016,17.0,admin3,15998,4.0,5.552902,39.67629
afr::eth::oromia::guji::wadera,1,daily_group,15,0.398211117,33,0.625624291,1.0,3.03030303,daily,ETH,52747.3,953.3618062,1.8,55.32768321,Rural settings,"Population <100,000",AFR,5/2/2016,8/14/2016,1.0,admin3,16004,3.43,5.981212,39.38309
afr::eth::oromia::northshewa,2,daily_group,16,0.11821459,205,0.131834419,2.0,0.975609756,daily,ETH,1554980.9,9103.243938,1.94,170.81613,Rural settings,"Population >1,000,000",AFR,7/25/2016,11/13/2016,1.0,admin2,16681,7.57,10.379552492000073,38.75293030900008
afr::eth::oromia::northshewa,3,daily_group,7,0.11821459,49,0.030591323,2.0,4.081632653,daily,ETH,1601761.4,9103.243938,1.82,175.9550124,Rural settings,"Population >1,000,000",AFR,8/21/2017,10/8/2017,0.0,admin2,16681,3.43,10.379552492000073,38.75293030900008
afr::eth::oromia::northshewa::warajarso,1,daily_group,10,0.115083938,36,0.202286629,0.0,0.0,daily,ETH,177965.3,1175.171764,2.26,151.4376923,Rural settings,"Population <1,000,000",AFR,7/25/2016,10/2/2016,0.0,admin3,16076,3.71,10.0549,38.43567
afr::eth::oromia::southwestshewa,1,daily_group,10,0.10193553,271,0.222418081,2.0,0.73800738,daily,ETH,1218426.1,5762.677293,1.83,211.4340328,Rural settings,"Population >1,000,000",AFR,7/25/2016,10/2/2016,13.0,admin2,16691,3.57,8.923766293000028,38.12869489600007
afr::eth::oromia::southwestshewa::kersanamalima,1,daily_group,8,0.436658703,89,0.956282559,0.0,0.0,daily,ETH,93068.7,610.2910939,1.98,152.4988664,Rural settings,"Population <100,000",AFR,7/25/2016,9/18/2016,10.0,admin3,16084,2.86,8.634764,38.69845
afr::eth::oromia::southwestshewa::sododaci,1,daily_group,11,0.922648236,141,2.020599637,3.0,2.127659574,daily,ETH,69781.3,429.6997252,2.37,162.395496,Rural settings,"Population <100,000",AFR,7/18/2016,10/2/2016,3.0,admin3,16086,3.43,8.576829,38.6006
afr::eth::oromia::westarsi,2,daily_group,31,0.102450424,277,0.107211119,2.0,0.722021661,daily,ETH,2583687.3,12578.28392,1.85,205.408569,Rural settings,"Population >1,000,000",AFR,8/29/2016,4/2/2017,0.0,admin2,16673,25.43,7.704692637000051,38.85537634600007
afr::eth::oromia::westarsi,4,daily_group,19,0.102450424,171,0.060558021,2.0,1.169590643,daily,ETH,2823738.3,12578.28392,1.72,224.4931278,Rural settings,"Population >1,000,000",AFR,8/26/2019,1/5/2020,0.5,admin2,16673,3.43,7.704692637000051,38.85537634600007
afr::eth::oromia::westarsi::shala,2,daily_group,15,0.154826661,29,0.1477952,1.0,3.448275862,daily,ETH,196217.5,829.0605577,2.02,236.6745085,Rural settings,"Population <1,000,000",AFR,9/23/2019,1/5/2020,0.0,admin3,16121,11.57,7.346536,38.56929
afr::eth::oromia::westarsi::shashemene,2,daily_group,15,0.226108624,72,0.243139257,1.0,1.388888889,daily,ETH,296126.6,702.4109093,2.22,421.585992,Rural settings,"Population <1,000,000",AFR,6/27/2016,10/9/2016,5.0,admin3,16124,3.71,7.370298,38.5982
afr::eth::oromia::westarsi::shashemene,3,daily_group,11,0.226108624,38,0.117969237,0.0,0.0,daily,ETH,322117.9,702.4109093,1.94,458.5889765,Rural settings,"Population <1,000,000",AFR,10/14/2019,12/29/2019,0.0,admin3,16124,4.57,7.370298,38.5982
afr::eth::oromia::westarsi::wondo,2,daily_group,14,2.344520272,108,4.112388324,2.0,1.851851852,daily,ETH,26262.1,75.31251151,1.97,348.7083284,Rural settings,"Population <100,000",AFR,8/29/2016,12/4/2016,0.0,admin3,16126,3.57,7.103589,38.68312
afr::eth::oromia::westguji,2,daily_group,14,0.123198898,216,0.174111723,1.0,0.462962963,daily,ETH,1240582.8,9613.859501,1.35,129.0410787,Rural settings,"Population >1,000,000",AFR,7/4/2016,10/9/2016,1.0,admin2,16685,3.0,6.359842,38.28823
afr::eth::oromia::westguji::abaya,2,daily_group,14,0.865374541,215,1.439416066,1.0,0.465116279,daily,ETH,149366.1,1837.795342,1.35,81.27461017,Rural settings,"Population <1,000,000",AFR,7/4/2016,10/9/2016,1.0,admin3,16127,3.0,6.54962,37.95266
afr::eth::oromia::westharerge,1,daily_group,8,0.268150107,103,0.042563465,4.0,3.883495146,daily,ETH,2419915.8,17519.30634,2.33,138.1285168,Rural settings,"Population >1,000,000",AFR,10/17/2016,12/11/2016,2.0,admin2,16623,2.0,9.448646,40.88999
afr::eth::oromia::westharerge,2,daily_group,5,0.268150107,105,0.042112926,1.0,0.952380952,daily,ETH,2493296.3,17519.30634,1.97,142.3170673,Rural settings,"Population >1,000,000",AFR,10/9/2017,11/12/2017,0.0,admin2,16623,2.71,9.448646,40.88999
afr::eth::oromia::westharerge,3,daily_group,12,0.268150107,300,0.113380163,3.0,1.0,daily,ETH,2645965.5,17519.30634,2.13,151.0314078,Rural settings,"Population >1,000,000",AFR,5/13/2019,8/4/2019,0.0,admin2,16623,4.0,9.448646,40.88999
afr::eth::oromia::westharerge::anchar,1,daily_group,5,0.149510547,10,0.103691045,0.0,0.0,daily,ETH,96440.3,756.5905046,2.02,127.4669711,Rural settings,"Population <100,000",AFR,9/10/2018,10/14/2018,5.0,admin3,16091,2.57,8.832374,40.35446
afr::eth::oromia::westharerge::chirozuria,1,daily_group,13,0.223406785,104,0.407982631,1.0,0.961538462,daily,ETH,254912.8,688.4768394,1.57,370.2561734,Rural settings,"Population <1,000,000",AFR,5/20/2019,8/18/2019,0.0,admin3,16096,3.71,9.125366,40.98208
afr::eth::oromia::westharerge::gumbibordede,1,daily_group,6,1.330081832,95,1.073045357,1.0,1.052631579,daily,ETH,88533.1,1383.250888,2.41,64.00364588,Rural settings,"Population <100,000",AFR,10/9/2017,11/19/2017,0.0,admin3,16101,2.71,9.088196,40.64583
afr::eth::oromia::westharerge::gumbibordede,2,daily_group,7,1.330081832,38,0.417784244,0.0,0.0,daily,ETH,90956.0,1383.250888,1.62,65.75524425,Rural settings,"Population <100,000",AFR,9/3/2018,10/21/2018,6.0,admin3,16101,3.57,9.088196,40.64583
afr::eth::oromia::westharerge::meiso,1,daily_group,8,0.23947765,13,0.114116468,0.0,0.0,daily,ETH,113918.7,1512.665896,1.67,75.30988852,Rural settings,"Population <1,000,000",AFR,8/8/2016,10/2/2016,2.0,admin3,16104,1.29,9.088196,40.64583
afr::eth::snnp::gamo::arbaminchzuria,1,daily_group,12,1.42389366,94,1.954151659,0.0,0.0,daily,ETH,48102.7,433.2389188,2.43,111.030422,Rural settings,"Population <100,000",AFR,6/6/2016,8/28/2016,0.0,admin3,16240,3.71,9.574452741000073,42.89207313900005
afr::eth::snnp::gedeo,1,daily_group,11,0.056322647,141,0.126550681,2.0,1.418439716,daily,ETH,1114178.1,1361.391505,1.92,818.4112329,Rural settings,"Population >1,000,000",AFR,6/6/2016,8/21/2016,55.0,admin2,16659,3.57,6.435243,38.28599
afr::eth::snnp::gofa::ubadebretsehay,1,daily_group,6,11.42995024,426,3.80165363,4.0,0.938967136,daily,ETH,112056.5,753.8915911,1.91,148.6374186,Rural settings,"Population <1,000,000",AFR,12/16/2019,1/26/2020,0.0,admin3,16275,3.57,6.190797,36.98489
afr::eth::snnp::sidama,1,daily_group,7,0.030916874,21,0.005094846,0.0,0.0,daily,ETH,4121812.8,6690.623915,1.83,616.0580616,Rural settings,"Population >1,000,000",AFR,10/3/2016,11/20/2016,4.0,admin2,16662,1.57,7.123569420000024,38.39492040700003
afr::eth::snnp::sidama,2,daily_group,9,0.030916874,32,0.007124063,0.0,0.0,daily,ETH,4491819.0,6690.623915,1.9,671.3602583,Rural settings,"Population >1,000,000",AFR,8/19/2019,10/20/2019,0.0,admin2,16662,3.86,7.123569420000024,38.39492040700003
afr::eth::snnp::southomo,1,daily_group,5,3.338663411,912,1.128988481,17.0,1.864035088,daily,ETH,807802.8,22743.27033,2.36,35.51832205,Rural settings,"Population <1,000,000",AFR,12/23/2019,1/26/2020,7.0,admin2,16615,3.29,6.394972,36.38506
afr::eth::snnp::southomo::selamago,1,daily_group,3,16.56205182,116,2.646221658,1.0,0.862068966,daily,ETH,43836.1,4571.869304,1.62,9.588222472,Rural settings,"Population <100,000",AFR,1/6/2020,1/26/2020,0.0,admin3,16413,3.14,6.462643,36.36929
afr::eth::somali::afder,1,daily_group,8,0.090336821,63,0.113329506,5.0,7.936507937,daily,ETH,555901.1,42097.26923,1.78,13.2051582,Rural settings,"Population <1,000,000",AFR,5/9/2016,7/3/2016,10.0,admin2,16625,2.86,6.614781853000068,42.02878180700003
afr::eth::somali::dawa,1,daily_group,17,1.172047492,458,1.680961222,1.0,0.218340611,daily,ETH,272463.2,12255.76339,2.08,22.23143441,Rural settings,"Population <1,000,000",AFR,2/15/2016,6/12/2016,14.0,admin2,16679,4.57,4.821523,40.30283
afr::eth::somali::dawa::hudet,1,Monday,21,9.624141623,260,13.27174018,,,weekly,ETH,19590.5,1259.214887,1.15,15.55770997,Rural settings,"Population <100,000",AFR,2/22/2016,7/17/2016,,admin3,16444,3.0,4.163128000000029,39.75044400000007
afr::eth::somali::doolo::bokh,1,Monday,6,7.731241293,159,2.630530988,,,weekly,ETH,60444.1,8073.716804,2.07,7.486527143,Rural settings,"Population <100,000",AFR,4/10/2017,5/21/2017,,admin3,16448,3.0,8.006110000000035,46.99472000000003
afr::eth::somali::doolo::danod,1,Monday,5,188.688832,416,13.5876059,,,weekly,ETH,30616.1,7754.729558,1.92,3.948055154,Rural settings,"Population <100,000",AFR,5/15/2017,6/18/2017,,admin3,16449,3.0,7.652830282000025,46.13418123200006
afr::eth::somali::doolo::galadi,1,Monday,10,2.281496781,757,4.928122227,,,weekly,ETH,153608.2,10321.84368,1.75,14.88185684,Rural settings,"Population <1,000,000",AFR,3/6/2017,5/14/2017,,admin3,16451,3.0,7.030170736000059,46.965079639000066
afr::eth::somali::doolo::lehelyucub,2,Monday,10,69.77855761,229,21.08941787,,,weekly,ETH,10858.5,2761.21149,1.81,3.932512971,Rural settings,"Population <100,000",AFR,4/10/2017,6/18/2017,,admin3,16453,3.0,6.419751071000064,45.29250447900006
afr::eth::somali::doolo::warder,1,Monday,16,70.39490551,2839,69.69992696,,,weekly,ETH,40731.8,10469.98474,2.59,3.890339959,Rural settings,"Population <100,000",AFR,3/20/2017,7/9/2017,,admin3,16454,6.0,7.094219815000031,45.25450722700003
afr::eth::somali::erer,1,daily_group,9,0.190516118,68,0.202352365,0.0,0.0,daily,ETH,336047.5,9989.161977,2.03,33.64121042,Rural settings,"Population <1,000,000",AFR,9/11/2017,11/12/2017,47.0,admin2,16646,4.29,8.140433,42.63063
afr::eth::somali::erer::babile,1,daily_group,9,11.35474025,68,12.06218037,0.0,0.0,daily,ETH,5637.5,347.4379641,2.03,16.22591824,Rural settings,"Population <10,000",AFR,9/11/2017,11/12/2017,47.0,admin3,16455,4.29,8.453312550000021,42.44886453300006
afr::eth::somali::erer::hamero,1,Monday,5,2.171572191,16,0.240899742,,,weekly,ETH,66417.7,2294.436318,1.76,28.94728412,Rural settings,"Population <100,000",AFR,4/17/2017,5/21/2017,,admin3,16457,3.0,7.821268072000066,42.398668341000075
afr::eth::somali::fafan,1,daily_group,10,2.06467083,1490,1.176775584,1.0,0.067114094,daily,ETH,1266171.8,16306.34946,1.95,77.64900434,Rural settings,"Population >1,000,000",AFR,9/26/2016,12/4/2016,0.0,admin2,16613,3.86,9.90889,43.11028
afr::eth::somali::fafan,2,daily_group,31,2.06467083,4255,3.277949721,12.0,0.282021152,daily,ETH,1298067.5,16306.34946,2.07,79.60503381,Rural settings,"Population >1,000,000",AFR,4/3/2017,11/5/2017,1633.0,admin2,16613,9.29,9.90889,43.11028
afr::eth::somali::fafan::awbare,2,Monday,25,0.327422424,142,0.692447642,,,weekly,ETH,205069.7,1795.106888,1.96,114.2381556,Rural settings,"Population <1,000,000",AFR,5/22/2017,11/12/2017,,admin3,16464,3.0,9.614804451000055,43.33290629000004
afr::eth::somali::fafan::gursum,1,Monday,27,4.337908411,224,9.457797112,,,weekly,ETH,23684.2,200.537131,2.08,118.1038139,Rural settings,"Population <100,000",AFR,5/8/2017,11/12/2017,,admin3,16466,5.0,9.305470568000032,42.56548032300003
afr::eth::somali::fafan::jigjigacity,1,Monday,11,11.35720332,1498,9.118431468,,,weekly,ETH,164282.6,222.6432646,2.27,737.8736576,Rural settings,"Population <1,000,000",AFR,9/26/2016,12/11/2016,,admin3,16470,3.0,9.43310137900005,42.785027306000075
afr::eth::somali::fafan::jigjigacity,4,Monday,30,11.35720332,2542,15.23801817,,,weekly,ETH,166819.6,222.6432646,2.06,749.2685678,Rural settings,"Population <1,000,000",AFR,4/3/2017,10/29/2017,,admin3,16470,10.0,9.43310137900005,42.785027306000075
afr::eth::somali::fafan::kebribeyah,1,Monday,32,0.383856099,134,0.827864274,,,weekly,ETH,161862.3,2841.838212,1.84,56.95690181,Rural settings,"Population <1,000,000",AFR,4/3/2017,11/12/2017,,admin3,16471,3.0,9.354815453000072,43.544849457000055
